strain,strain_name,segment,date,host,country,subtype,virus,G_duplication
MZ516052,SE02_0102_V01,,2019-12-19,Human,Spain,A,Human_orthopneumovirus,True
MZ515555,OX02_8017_V01,,2019-11-27,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515559,OX02_8032_V01,,2018-11-08,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515564,UU02_0055_D02,,2018-11-21,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515566,OX01A_8214_V02,,2019-11-08,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515567,OX02_9571_V01,,2019-12-15,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515568,UU02_0154_V01,,2019-12-23,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515569,OX02_8889_V01,,2018-11-27,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515570,SE02_0101_V01,,2019-11-29,Human,Spain,A,Human_orthopneumovirus,True
MZ515571,OX02_9011_V01,,2020-01-03,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515572,UU02_0092_D04,,2018-12-24,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515573,OX02_9657_V01,,2020-02-13,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515575,IM02_0033_V01,,2018-11-30,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515576,SE02_0018_D05,,2019-12-16,Human,Spain,A,Human_orthopneumovirus,True
MZ515579,SE02_0002_D02,,2018-12-25,Human,Spain,A,Human_orthopneumovirus,True
MZ515580,UU02_0161_D04,,2019-12-27,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515583,SE01A_0154_V02,,2019-12-23,Human,Spain,A,Human_orthopneumovirus,True
MZ515585,SE02_0002_D03,,2018-12-26,Human,Spain,A,Human_orthopneumovirus,True
MZ515588,SE02_0003_D02,,2019-01-04,Human,Spain,A,Human_orthopneumovirus,True
MZ515592,UU01A_0155_V02,,2019-11-28,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515593,OX02_8554_V01,,2018-12-01,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515597,OX02_9283_V01,,2019-12-31,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515600,OX02_8987_D02,,2018-12-05,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515606,UU02_0153_D03,,2019-11-27,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515609,SE02_0006_V01,,2019-01-10,Human,Spain,A,Human_orthopneumovirus,True
MZ515614,OX01A_8998_V02,,2020-01-09,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515616,UU02_0160_V01,,2019-12-24,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515617,OX02_8566_V01,,2018-11-13,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515619,SE01A_0160_V02,,2019-12-30,Human,Spain,A,Human_orthopneumovirus,True
MZ515620,UU02_0045_V01,,2018-01-26,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515623,OX02_8711_D02,,2018-01-09,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515626,OX02_8086_D04,,2019-11-23,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515628,UU01A_0165_V02,,2019-12-03,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515629,SE02_0019_V01,,2019-12-27,Human,Spain,A,Human_orthopneumovirus,True
MZ515631,UU02_0217_V01,,2019-12-18,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515632,UU02_0058_V01,,2018-12-03,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515633,SE02_0021_V01,,2019-12-29,Human,Spain,A,Human_orthopneumovirus,True
MZ515634,UU01A_0134_V02,,2019-12-13,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515640,SE01A_0141_V02,,2019-12-31,Human,Spain,A,Human_orthopneumovirus,True
MZ515641,UU02_0040_D03,,2018-01-18,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515693,SE02_0023_D03,,2020-01-05,Human,Spain,A,Human_orthopneumovirus,True
MZ515695,OX02_8032_D02,,2018-11-09,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515696,UU01A_0184_V02,,2019-12-02,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515700,UU02_0154_D05,,2019-12-27,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515701,UU01A_0126_V02,,2019-12-13,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515703,UU02_0047_V01,,2018-02-02,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515706,SE01A_0106_V02,,2020-01-15,Human,Spain,A,Human_orthopneumovirus,True
MZ515709,UU02_0165_D02,,2020-01-08,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515717,UU01A_0103_V02,,2019-12-18,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515718,UU01A_0136_V02,,2019-12-20,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515720,UU02_0165_V01,,2020-01-07,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515723,OX02_8703_V01,,2019-11-21,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515731,UU02_0070_V01,,2018-12-18,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515734,UU01A_0112_V02,,2019-12-10,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515735,SE02_0021_D04,,2020-01-01,Human,Spain,A,Human_orthopneumovirus,True
MZ515737,SE02_0100_D04,,2019-11-29,Human,Spain,A,Human_orthopneumovirus,True
MZ515740,UU02_0093_V01,,2019-01-10,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515744,UU01A_0164_V02,,2019-12-30,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515749,OX02_8271_V01,,2019-11-13,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515752,OX02_8132_V01,,2018-12-05,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515755,OX02_8608_D02,,2018-11-21,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515758,SE02_0100_V01,,2019-11-26,Human,Spain,A,Human_orthopneumovirus,True
MZ515760,SE02_0001_D03,,2018-12-06,Human,Spain,A,Human_orthopneumovirus,True
MZ515766,UU01A_0096_V02,,2019-10-28,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515768,OX02_8054_D02,,2018-11-23,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515772,OX02_8937_V01,,2018-12-14,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515773,SE01A_0167_V02,,2020-01-02,Human,Spain,A,Human_orthopneumovirus,True
MZ515777,SE02_0103_D02,,2019-12-20,Human,Spain,A,Human_orthopneumovirus,True
MZ515780,UU02_0164_V01,,2019-12-30,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515781,SE02_0021_D05,,2020-01-02,Human,Spain,A,Human_orthopneumovirus,True
MZ515782,OX02_8635_V01,,2018-12-20,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515784,OX02_9216_V01,,2019-12-03,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515789,UU02_0038_V01,,2018-01-12,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515790,UU02_0202_V01,,2019-11-21,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515795,OX02_8132_D02,,2018-12-06,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515797,SE02_0021_D06,,2020-01-03,Human,Spain,A,Human_orthopneumovirus,True
MZ515800,IM02_0006_V01,,2018-12-17,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515801,UU01A_0123_V02,,2019-11-25,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515802,OX02_9839_V01,,2019-12-03,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515803,UU01A_0105_V02,,2019-11-19,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515804,SE02_0021_D02,,2019-12-30,Human,Spain,A,Human_orthopneumovirus,True
MZ515811,OX02_8168_D02,,2018-01-12,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515814,IM02_0006_D03,,2018-12-19,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515819,OX02_8663_V01,,2018-10-22,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515821,UU02_0167_V01,,2020-01-20,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515825,UU01A_0159_V02,,2019-12-03,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515828,UU02_0090_V01,,2018-12-20,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515833,UU01A_0049_V02,,2018-12-10,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515834,OX02_8639_V01,,2019-11-21,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515835,UU02_0073_V01,,2018-12-20,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515840,UU02_0003_D02,,2017-11-15,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515841,UU01A_0154_V02,,2019-12-04,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515842,SE01A_0172_V02,,2020-01-10,Human,Spain,A,Human_orthopneumovirus,True
MZ515847,OX02_8937_D04,,2018-12-17,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515848,OX02_8111_V01,,2018-11-08,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515850,OX02_8908_V01,,2018-11-30,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515851,SE01A_0064_V02,,2018-11-28,Human,Spain,A,Human_orthopneumovirus,True
MZ515852,UU02_0151_V01,,2019-11-13,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515853,OX02_8663_D03,,2018-10-24,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515854,OX02_9775_V01,,2019-12-24,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515859,UU02_0213_V01,,2019-12-14,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515860,SE01A_0146_V02,,2019-11-25,Human,Spain,A,Human_orthopneumovirus,True
MZ515861,OX02_8554_D02,,2018-12-02,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515862,UU02_0040_V01,,2018-01-16,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515864,OX02_8260_D03,,2019-11-10,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515866,UU02_0055_V01,,2018-11-20,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515870,OX02_8663_D04,,2018-10-25,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515873,SE02_0002_D04,,2018-12-27,Human,Spain,A,Human_orthopneumovirus,True
MZ515877,UU01A_0086_V02,,2019-12-12,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515878,SE01A_0137_V02,,2019-12-11,Human,Spain,A,Human_orthopneumovirus,True
MZ515880,OX02_8513_D03,,2018-11-15,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515882,IM02_0005_V01,,2018-11-26,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515884,UU01A_0144_V02,,2019-12-11,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515887,SE01A_0077_V02,,2019-01-02,Human,Spain,A,Human_orthopneumovirus,True
MZ515888,UU02_0155_D08,,2019-12-18,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515891,OX02_8234_D03,,2018-11-21,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515898,UU01A_0128_V02,,2019-12-05,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515901,UU01A_0150_V02,,2019-12-24,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515902,SE01A_0069_V02,,2018-12-19,Human,Spain,A,Human_orthopneumovirus,True
MZ515905,OX01A_8105_V02,,2018-11-05,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515907,OX02_8756_V01,,2019-10-28,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515908,OX02_8608_V01,,2018-11-20,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515909,OX02_8497_V01,,2018-12-18,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515910,OX02_8299_V01,,2019-11-13,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515911,OX02_8917_V01,,2019-11-12,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515913,UU01A_0092_V02,,2019-11-25,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515921,OX02_8437_V01,,2018-12-13,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515922,OX02_8663_D02,,2018-10-23,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515923,OX01A_8438_V02,,2019-11-14,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515927,OX02_8234_D02,,2018-11-20,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515928,OX01A_8459_V02,,2019-12-09,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515929,OX02_8371_V01,,2018-12-13,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515931,UU02_0159_V01,,2019-12-23,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515933,OX02_8937_D02,,2018-12-15,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515939,UU02_0016_V01,,2017-12-14,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515940,SE01A_0108_V02,,2019-12-19,Human,Spain,A,Human_orthopneumovirus,True
MZ515941,SE01A_0163_V02,,2019-12-09,Human,Spain,A,Human_orthopneumovirus,True
MZ515942,OX02_9801_V01,,2019-12-13,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515943,SE01A_0045_V02,,2018-12-26,Human,Spain,A,Human_orthopneumovirus,True
MZ515945,UU02_0061_V01,,2018-12-11,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515948,OX02_8390_D02,,2018-11-15,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515951,OX02_8513_D02,,2018-11-14,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515954,OX02_8566_D02,,2018-11-14,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515956,SE02_0003_V01,,2019-01-03,Human,Spain,A,Human_orthopneumovirus,True
MZ515957,UU02_0163_V01,,2019-12-27,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515959,OX02_8987_V01,,2018-12-04,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515961,SE01A_0107_V02,,2020-01-08,Human,Spain,A,Human_orthopneumovirus,True
MZ515962,SE02_0021_D03,,2019-12-31,Human,Spain,A,Human_orthopneumovirus,True
MZ515963,SE02_0018_V01,,2019-12-12,Human,Spain,A,Human_orthopneumovirus,True
MZ515964,OX02_8382_D02,,2018-11-21,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515966,OX02_8323_V01,,2018-11-22,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515967,UU01A_0073_V02,,2018-12-13,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515969,OX02_8936_V01,,2019-01-04,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515971,UU01A_0141_V02,,2019-12-04,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515973,UU03_0060_V02,,2017-12-11,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515980,OX02_8474_D02,,2018-12-05,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515984,SE01A_0071_V02,,2019-01-16,Human,Spain,A,Human_orthopneumovirus,True
MZ515985,UU02_0205_V01,,2019-12-05,Human,Netherlands,A,Human_orthopneumovirus,True
MZ515986,OX02_9216_D09,,2019-12-11,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515987,SE02_0015_D02,,2019-11-20,Human,Spain,A,Human_orthopneumovirus,True
MZ515989,OX02_8433_V01,,2018-11-13,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515992,OX02_8047_V01,,2018-11-16,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ515993,OX02_9767_D06,,2020-01-28,Human,United_Kingdom,A,Human_orthopneumovirus,True
MZ151852,RSVA/Novosibirsk/8.62Hp/2020,,2020-01-30,Human,Russia,A,Human_orthopneumovirus,True
MZ151853,RSVA/Novosibirsk/8.62Hl/2020,,2020-01-30,Human,Russia,A,Human_orthopneumovirus,False
MZ151854,RSVA/Novosibirsk/8.46Hl/2020,,2020-01-27,Human,Russia,A,Human_orthopneumovirus,True
MZ151855,RSVA/Novosibirsk/7.63Hl/2020,,2020-01-24,Human,Russia,A,Human_orthopneumovirus,True
OK649590,HRSV/A/Alabama.USA/AL19365_1/1994-XX-XX,,1994-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649592,HRSV/A/Alabama.USA/AL19376_1/1994-XX-XX,,1994-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649595,HRSV/A/Brazil/37771/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649596,HRSV/A/Brazil/37774/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649597,HRSV/A/Brazil/37783/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649598,HRSV/A/Brazil/37786/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649599,HRSV/A/Brazil/37789/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649600,HRSV/A/Brazil/37793/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649601,HRSV/A/Brazil/37794/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649602,HRSV/A/Brazil/37795/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649603,HRSV/A/Brazil/37803/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649604,HRSV/A/Brazil/37821/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649605,HRSV/A/Brazil/37824/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649606,HRSV/A/Brazil/37827/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649607,HRSV/A/Brazil/37828/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649608,HRSV/A/Brazil/37829/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649609,HRSV/A/Brazil/37831/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649610,HRSV/A/Brazil/37833/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649611,HRSV/A/Brazil/37834/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649612,HRSV/A/Brazil/37837/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649613,HRSV/A/Brazil/37838/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649614,HRSV/A/Brazil/37839/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649615,HRSV/A/Brazil/37841/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649616,HRSV/A/Brazil/37847/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649617,HRSV/A/Brazil/37856/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649618,HRSV/A/Brazil/37858/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649619,HRSV/A/Brazil/37869/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649620,HRSV/A/Brazil/37876/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649621,HRSV/A/Brazil/37878/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649622,HRSV/A/Brazil/37888/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649623,HRSV/A/Brazil/37894/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649624,HRSV/A/Brazil/37896/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649625,HRSV/A/Brazil/37899/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649626,HRSV/A/Brazil/37907/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649627,HRSV/A/Brazil/37912/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649628,HRSV/A/Brazil/37918/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649629,HRSV/A/Brazil/37923/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649630,HRSV/A/Brazil/37926/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649631,HRSV/A/Brazil/37928/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649632,HRSV/A/Brazil/37932/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649633,HRSV/A/Brazil/38024/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649634,HRSV/A/Brazil/38106/2008-XX-XX,,2008-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649635,HRSV/A/Brazil/38215/2009-XX-XX,,2009-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649636,HRSV/A/Brazil/38256/2009-XX-XX,,2009-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649637,HRSV/A/Brazil/38284/2009-XX-XX,,2009-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649638,HRSV/A/Brazil/38317/2009-XX-XX,,2009-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649639,HRSV/A/Brazil/38387/2009-XX-XX,,2009-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649640,HRSV/A/Brazil/38413/2009-XX-XX,,2009-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649641,HRSV/A/Brazil/38467/2009-XX-XX,,2009-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649642,HRSV/A/Brazil/38566/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649643,HRSV/A/Brazil/38597/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649644,HRSV/A/Brazil/38598/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649645,HRSV/A/Brazil/38601/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649646,HRSV/A/Brazil/38602/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649647,HRSV/A/Brazil/38603/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649648,HRSV/A/Brazil/38608/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649649,HRSV/A/Brazil/38610/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649650,HRSV/A/Brazil/38614/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649651,HRSV/A/Brazil/38623/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649652,HRSV/A/Brazil/38631/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649653,HRSV/A/Brazil/38661/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649654,HRSV/A/Brazil/38695/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649655,HRSV/A/Brazil/38709/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649656,HRSV/A/Brazil/38760/2010-XX-XX,,2010-XX-XX,Human,Brazil,A,Human_orthopneumovirus,False
OK649657,HRSV/A/Canada/CAN749/1995-XX-XX,,1995-XX-XX,Human,Canada,A,Human_orthopneumovirus,False
OK649658,HRSV/A/Canada/CAN885/1995-XX-XX,,1995-XX-XX,Human,Canada,A,Human_orthopneumovirus,False
OK649659,HRSV/A/Canada/CAN2234/1995-XX-XX,,1995-XX-XX,Human,Canada,A,Human_orthopneumovirus,False
OK649660,HRSV/A/Kenya/58248/2008,,2010-XX-XX,Human,Kenya,A,Human_orthopneumovirus,False
OK649661,HRSV/A/Kenya/58503/2008,,2011-XX-XX,Human,Kenya,A,Human_orthopneumovirus,False
OK649662,HRSV/A/Kenya/58533/2008,,2012-XX-XX,Human,Kenya,A,Human_orthopneumovirus,False
OK649663,HRSV/A/Kenya/58541/2007-XX-XX,,2007-XX-XX,Human,Kenya,A,Human_orthopneumovirus,False
OK649664,HRSV/A/Kenya/58560/2007-XX-XX,,2007-XX-XX,Human,Kenya,A,Human_orthopneumovirus,False
OK649665,HRSV/A/Kenya/59122/2007-XX-XX,,2007-XX-XX,Human,Kenya,A,Human_orthopneumovirus,False
OK649666,HRSV/A/Kenya/59165/2007-XX-XX,,2007-XX-XX,Human,Kenya,A,Human_orthopneumovirus,False
OK649667,HRSV/A/Kenya/59234/2007-XX-XX,,2007-XX-XX,Human,Kenya,A,Human_orthopneumovirus,False
OK649669,HRSV/A/Missouri.USA/MO02/1994-XX-XX,,1994-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649671,HRSV/A/Missouri.USA/MO37/1995-XX-XX,,1995-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649672,HRSV/A/NewYork.USA/CH45II/1995-XX-XX,,1995-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649674,HRSV/A/NewYork.USA/CH61/1995-XX-XX,,1995-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649676,HRSV/A/NewYork.USA/CH112III/1993-XX-XX,,1993-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649677,HRSV/A/Texas.USA/79219/2004-XX-XX,,2004-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649678,HRSV/A/Texas.USA/79303/2005-XX-XX,,2005-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649679,HRSV/A/Texas.USA/79321/2005-XX-XX,,2005-XX-XX,Human,USA,A,Human_orthopneumovirus,False
OK649681,HRSV/A/Texas.USA/121301029/2012-XX-XX,,2012-XX-XX,Human,USA,A,Human_orthopneumovirus,True
OK649682,HRSV/A/Texas.USA/121301033/2012-XX-XX,,2012-XX-XX,Human,USA,A,Human_orthopneumovirus,True
OK649683,HRSV/A/Texas.USA/121301319/2014-XX-XX,,2014-XX-XX,Human,USA,A,Human_orthopneumovirus,True
OK649684,HRSV/A/Texas.USA/121301343/2015-XX-XX,,2015-XX-XX,Human,USA,A,Human_orthopneumovirus,True
