strain,begin,length,end,BLAST,BLAST score,refseq,reverse complement,ORF1 type,ORF1 type support,ORF1 subtype,ORF1 subtype support,ORF2 type,ORF2 type support,ORF2 subtype,ORF2 subtype support
AB933732|HuGII.4Hokkaido22009J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933758|HuGII.4Chiba62011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,97,GII.4,100,New_Orleans_2009,100
AB933661|HuGII.4Chiba12010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933690|HuGII.4Miyazaki42010J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933711|HuGII.4Aomori52011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KJ407075|HuGII.4HS2882012USA|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KR154231|HuGII.17CGMH702015TW|,11,7551,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
AB933672|HuGII.4Hiroshima42010,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KJ407072|HuGII.6HS2452010USA|N,1,7526,7496,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
AB933657|HuGII.4Aomori32010JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933763|HuGII.4Osaka22011JP|N,5,7512,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933730|HuGII.4Ehime12009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Apeldoorn_2007,99,GII.4,100,Apeldoorn_2007,100
AB933647|HuGII.4Aomori12009JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
LN854563|GIHuNL2011GI.4Groning,1,7697,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P4,100,,,GI.4,100,,
AB933689|HuGII.4Saga52010JP|NA,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933663|HuGII.4Chiba52010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933718|HuGII.4Aichi12011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933649|HuGII.4Hiroshimacity3,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933717|HuGII.4Toyama52011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933771|HuGII.4Hiroshimacity1,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933693|HuGII.4Sakai72011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933668|HuGII.4Osaka42010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933686|HuGII.4Ehime52010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933721|HuGII.4Hiroshima42011,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933733|HuGII.4Hokkaido52009J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933735|HuGII.4Iwate42009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933743|HuGII.4Nagano42009JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933648|HuGII.4Aomori22009JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933762|HuGII.4Hokkaido42011J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933765|HuGII.4Aichi52011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KT589391|GIIHuHKG2015GII.Pe_GI,8,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.17,100,,
AB933750|HuGII.4Hiroshima12009,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933667|HuGII.4Osaka32010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933703|HuGII.4Shimane42011JP,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933655|HuGII.4Shimane22009JP,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,97,GII.4,100,Den_Haag_2006b,100
AB933747|HuGII.4Osaka52009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933731|HuGII.4Hokkaido12009J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KT253245|HuGII.17CHN2015ZHITHC,1,7557,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
AB933755|HuGII.4Saga22009JP|NA,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,92,GII.4,100,New_Orleans_2009,100
KJ407073|HuGII.4HS2922012USA|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933688|HuGII.4Shimane52010JP,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933744|HuGII.4Nagano52009JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,98,GII.4,100,New_Orleans_2009,100
AB933678|HuGII.4Niigata42010JP,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933656|HuGII.4Miyazaki12009J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933709|HuGII.4Hokkaido12011J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933734|HuGII.4Aomori52009JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933645|HuGII.4Toyama42009JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933714|HuGII.4Iwate22011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933742|HuGII.4Nagano22009JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933770|HuGII.4Niigata32011JP,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933646|HuGII.4Shimane12009JP,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933754|HuGII.4Saga12009JP|NA,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933707|HuGII.4Saga22011JP|NA,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933673|HuGII.4Miyazaki22010J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933666|HuGII.4Osaka22010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933660|HuGII.4Toyama52010JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KJ407074|HuGII.2HS2552011USA|N,1,7496,7478,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
AB933720|HuGII.4Hiroshima22011,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933728|HuGII.4Akita52009JP|N,5,7467,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P12,98,,,GII.4,100,Asia_2003,96
AB933654|HuGII.4Aichi42009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933682|HuGII.4Nagano32010JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933749|HuGII.4Sakai52009JP|N,5,7512,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933724|HuGII.4Aichi32011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933769|HuGII.4Nagano42011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933670|HuGII.4Sakai22010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933650|HuGII.4Hiroshimacity4,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933644|HuGII.4Toyama12009JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933756|HuGII.4Saga32009JP|NA,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
