strain	strain_name	date	country	host	genotype	subgenotype
GQ924644	None	2007-01-20	Malaysia	Homo sapiens	B	None
GQ924645	None	2007-01-23	Malaysia	Homo sapiens	B	None
GQ924646	None	2007-01-23	Malaysia	Homo sapiens	B	None
GQ924647	None	2007-01-24	Malaysia	Homo sapiens	B	None
GQ924648	None	2007-01-25	Malaysia	Homo sapiens	B	None
GQ924651	None	2007-01-26	Malaysia	Homo sapiens	B	None
GQ924653	None	2007-01-27	Malaysia	Homo sapiens	B	None
GQ924654	None	2007-01-27	Malaysia	Homo sapiens	B	None
GQ924656	None	2007-01-27	Malaysia	Homo sapiens	B	None
GQ924659	None	2006-09-21	Malaysia	Homo sapiens	B	None
GQ924660	None	2007-01-17	Malaysia	Homo sapiens	B	None
AB471854	None	2016-07-24	Japan	None	B	None
AB471855	None	2016-07-24	Japan	None	B	None
FJ349236	None	2005-XX-XX	Belgium	Homo sapiens	B	None
GQ377519	None	2006-02-22	China	Homo sapiens	B	B2
GQ377525	None	2006-03-18	China	Homo sapiens	B	B2
GQ377537	None	2006-05-16	China	Homo sapiens	B	B2
GQ377539	None	2006-05-27	China	Homo sapiens	B	None
GQ377542	None	2006-06-14	China	Homo sapiens	B	B2
GQ377547	None	2006-07-26	China	Homo sapiens	B	B2
GQ377549	None	2006-07-20	China	Homo sapiens	B	None
GQ377550	None	2006-08-04	China	Homo sapiens	B	B2
GQ377556	None	2006-08-12	China	Homo sapiens	B	None
GQ377558	None	2006-08-22	China	Homo sapiens	B	B2
GQ377561	None	2006-09-04	China	Homo sapiens	B	B2
GQ377564	None	2006-09-10	China	Homo sapiens	B	None
GQ377565	None	2006-09-09	China	Homo sapiens	B	None
GQ377566	None	2006-09-01	China	Homo sapiens	B	B2
GQ377567	None	2006-09-14	China	Homo sapiens	B	B2
GQ377568	None	2006-10-08	China	Homo sapiens	B	B2
GQ377569	None	2006-10-09	China	Homo sapiens	B	B2
GQ377573	None	2006-10-20	China	Homo sapiens	B	None
GQ377582	None	2007-01-15	China	Homo sapiens	B	B2
GQ377587	None	2007-03-01	China	Homo sapiens	B	B2
GQ377588	None	2007-03-14	China	Homo sapiens	B	B2
GQ377590	None	2007-03-22	China	Homo sapiens	B	None
GQ377592	None	2007-03-28	China	Homo sapiens	B	None
GQ377594	None	2007-04-04	China	Homo sapiens	B	None
GQ377595	None	2007-04-13	China	Homo sapiens	B	None
GQ377596	None	2007-04-13	China	Homo sapiens	B	None
GQ377602	None	2007-05-10	China	Homo sapiens	B	None
GQ377604	None	2007-05-25	China	Homo sapiens	B	None
GQ377606	None	2007-06-10	China	Homo sapiens	B	B2
GQ377610	None	2007-06-15	China	Homo sapiens	B	B2
GQ377612	None	2007-07-17	China	Homo sapiens	B	B2
GQ377613	None	2007-07-18	China	Homo sapiens	B	None
GQ377614	None	2007-08-06	China	Homo sapiens	B	None
GQ377622	None	2007-09-14	China	Homo sapiens	B	B2
GQ377625	None	2007-10-12	China	Homo sapiens	B	B2
GQ377626	None	2007-10-29	China	Homo sapiens	B	None
GQ377629	None	2007-11-15	China	Homo sapiens	B	B2
GQ377634	None	2008-01-15	China	Homo sapiens	B	None
GQ377638	None	2005-06-08	China	Homo sapiens	B	B2
GQ377639	None	2005-06-14	China	Homo sapiens	B	B2
GQ377641	None	2005-06-20	China	Homo sapiens	B	B2
GQ377643	None	2005-07-09	China	Homo sapiens	B	B2
GQ377644	None	2005-11-17	China	Homo sapiens	B	B2
AP011084	B0503341(PTK)F	2009-07-08	Indonesia:Pontianak	Homo sapiens	B	None
AP011085	B0612746(JKT)F	2009-07-08	Indonesia:Jakarta	Homo sapiens	B	None
AP011086	B0503233(BJS)F	2009-07-08	Indonesia:Banjarmasin	Homo sapiens	B	None
AP011087	B0607171(KDR)F	2009-07-08	Indonesia:Kendari	Homo sapiens	B	None
AP011088	B0503213(MKS)F	2009-07-08	Indonesia:Makassar	Homo sapiens	B	None
AP011089	B0607154(KDR)F	2009-07-08	Indonesia:Kendari	Homo sapiens	B	None
AP011090	B0714189(WBK)F	2009-07-08	Indonesia:Waikabubak	Homo sapiens	B	None
AP011091	B0714202(BMA)F	2009-07-08	Indonesia:Bima	Homo sapiens	B	None
AP011092	B0715677(MMR)F	2009-07-08	Indonesia:Maumere	Homo sapiens	B	None
AP011093	B0308839(DPS)F	2009-07-08	Indonesia:Denpasar	Homo sapiens	B	None
AP011094	B0503102(DIL)F	2009-07-08	Indonesia:Dili	Homo sapiens	B	None
AP011095	B0503138(KPG)F	2009-07-08	Indonesia:Kupang	Homo sapiens	B	None
AP011096	B0714157(WBK)F	2009-07-08	Indonesia:Waikabubak	Homo sapiens	B	None
FJ787444	None	2007-08-13	China	Homo sapiens	B	B2
FJ787475	None	2008-11-10	China	Homo sapiens	B	B2
FJ787476	None	2008-11-10	China	Homo sapiens	B	B2
FJ787477	None	2008-11-09	China	Homo sapiens	B	B2
FJ562219	None	2007-08-08	China	Homo sapiens	B	None
FJ562222	None	2007-08-12	China	Homo sapiens	B	None
FJ562224	None	2007-03-28	China	Homo sapiens	B	None
FJ562231	None	2007-10-10	China	Homo sapiens	B	None
FJ562234	None	2007-07-05	China	Homo sapiens	B	None
FJ562236	None	2007-03-25	China	Homo sapiens	B	None
FJ562237	None	2007-10-22	China	Homo sapiens	B	None
FJ562240	None	2007-01-05	China	Homo sapiens	B	None
FJ562246	None	2007-11-14	China	Homo sapiens	B	None
FJ562253	None	2007-09-16	China	Homo sapiens	B	None
FJ562254	None	2007-07-18	China	Homo sapiens	B	None
FJ562257	None	2007-01-12	China	Homo sapiens	B	None
FJ562259	None	2007-09-17	China	Homo sapiens	B	None
FJ562260	None	2007-05-13	China	Homo sapiens	B	None
FJ562262	None	2007-04-30	China	Homo sapiens	B	None
FJ562289	None	2007-10-19	China	Homo sapiens	B	None
FJ562296	None	2007-11-08	China	Homo sapiens	B	None
FJ562303	None	2007-12-26	China	Homo sapiens	B	None
FJ562311	None	2006-12-04	China	Homo sapiens	B	None
FJ562312	None	2007-02-11	China	Homo sapiens	B	None
FJ562316	None	2007-09-03	China	Homo sapiens	B	None
FJ562321	None	2007-01-09	China	Homo sapiens	B	None
FJ562322	None	2007-07-14	China	Homo sapiens	B	None
FJ518811	ZXJ	2007-10-XX	China	Homo sapiens	B	None
FJ518812	6923	2007-09-XX	China	Homo sapiens	B	None
FJ386582	None	2008-02-19	China	Homo sapiens	B	None
FJ386583	None	2008-02-20	China	Homo sapiens	B	None
FJ386584	None	2008-02-21	China	Homo sapiens	B	None
FJ386600	None	2008-03-03	China	Homo sapiens	B	None
FJ386608	None	2008-03-11	China	Homo sapiens	B	None
FJ386610	None	2008-03-11	China	Homo sapiens	B	None
FJ386615	None	2008-03-14	China	Homo sapiens	B	None
FJ386634	None	2008-04-14	China	Homo sapiens	B	None
FJ386636	None	2008-02-22	China	Homo sapiens	B	None
FJ386642	None	2008-02-25	China	Homo sapiens	B	None
FJ386648	None	2008-04-15	China	Homo sapiens	B	None
FJ386654	None	2007-07-19	China	Homo sapiens	B	None
FJ386655	None	2007-08-01	China	Homo sapiens	B	None
FJ386656	None	2007-08-06	China	Homo sapiens	B	None
FJ386658	None	2007-08-10	China	Homo sapiens	B	None
FJ386660	None	2007-08-14	China	Homo sapiens	B	None
FJ386666	None	2007-08-31	China	Homo sapiens	B	None
FJ386668	None	2007-09-04	China	Homo sapiens	B	None
FJ386669	None	2007-09-06	China	Homo sapiens	B	None
FJ386675	None	2007-10-22	China	Homo sapiens	B	None
FJ386676	None	2007-11-23	China	Homo sapiens	B	None
FJ386680	None	2007-12-18	China	Homo sapiens	B	None
FJ386681	None	2007-12-28	China	Homo sapiens	B	None
FJ386682	None	2008-01-08	China	Homo sapiens	B	None
FJ386683	None	2008-01-10	China	Homo sapiens	B	None
FJ386684	None	2008-01-18	China	Homo sapiens	B	None
FJ386688	None	2008-01-28	China	Homo sapiens	B	None
EU158262	None	2008-10-01	China	None	B	None
EU158263	None	2008-10-01	China	None	B	None
FJ032342	None	2007-10-11	China	Homo sapiens	B	None
FJ032344	None	2007-10-11	China	Homo sapiens	B	None
FJ032349	None	2007-10-22	China	Homo sapiens	B	None
FJ032352	None	2007-11-20	China	Homo sapiens	B	None
FJ032353	None	2007-11-20	China	Homo sapiens	B	None
FJ032354	None	2007-11-20	China	Homo sapiens	B	None
FJ032357	None	2008-01-23	China	Homo sapiens	B	None
FJ032358	None	2008-01-23	China	Homo sapiens	B	None
EU939627	None	2006-XX-XX	China	None	B	None
EU939628	None	2007-03-19	China	None	B	None
EU939629	None	2006-08-21	China	None	B	None
EU939630	None	2006-07-03	China	None	B	None
EU939631	None	2007-03-27	China	None	B	None
EU939632	None	2006-11-22	China	None	B	None
EU939633	None	2007-05-08	China	None	B	None
EU939634	None	2006-XX-XX	China	None	B	None
EU939635	None	2007-09-12	China	None	B	None
EU939636	None	2006-XX-XX	China	None	B	None
EU939637	None	2006-XX-XX	China	None	B	None
EU939638	None	2006-XX-XX	China	None	B	None
EU939639	None	2006-08-30	China	None	B	None
EU939660	None	2007-XX-XX	China	None	B	None
EU939661	None	2006-XX-XX	China	None	B	None
EU939662	None	2006-11-20	China	None	B	None
EU939663	None	2013-09-26	China	None	B	None
EU939664	None	2013-09-26	China	None	B	None
EU939665	None	2007-XX-XX	China	None	B	None
EU939666	None	2007-01-17	China	None	B	None
EU939667	None	2007-04-16	China	None	B	None
EU939668	None	2007-05-10	China	None	B	None
EU939669	None	2007-XX-XX	China	None	B	None
EU939670	None	2007-05-16	China	None	B	None
EU939671	None	2007-05-31	China	None	B	None
EU939672	None	2007-XX-XX	China	None	B	None
EU939673	None	2007-07-03	China	None	B	None
EU939674	None	2007-07-17	China	None	B	None
EU939675	None	2007-07-26	China	None	B	None
EU939676	None	2005-XX-XX	China	None	B	None
EU939677	None	2005-XX-XX	China	None	B	None
EU939678	None	2005-XX-XX	China	None	B	None
EU939679	None	2005-XX-XX	China	None	B	None
EU939681	None	2005-XX-XX	China	None	B	None
EU796066	0477	2002-01-XX	China	Homo sapiens	B	None
EU796067	2164	2002-04-XX	China	Homo sapiens	B	None
EU796068	3831	2003-05-XX	China	Homo sapiens	B	None
EU796071	5051	2003-09-XX	China	Homo sapiens	B	None
EF473971	None	2008-05-27	Indonesia	None	B	None
EF473972	None	2008-05-27	Indonesia	None	B	None
EF473973	None	2008-05-27	Indonesia	None	B	None
EF473974	None	2008-05-27	Indonesia	None	B	None
EF473975	None	2008-05-27	Indonesia	None	B	None
EF473976	None	2008-05-27	Indonesia	None	B	None
EF473977	None	2008-05-27	Indonesia	None	B	None
EU589335	None	2008-04-27	China	None	B	None
EU579441	None	2008-04-21	China	None	B	None
EU595030	None	2008-04-21	China	None	B	None
EU595031	None	2008-04-21	China	None	B	None
EU570069	None	2008-04-15	China	Homo sapiens	B	None
EU570070	None	2008-04-15	China	Homo sapiens	B	None
EU570071	None	2008-04-15	China	Homo sapiens	B	None
EU570075	None	2008-04-15	China	Homo sapiens	B	None
EU547563	None	2008-04-02	Malaysia	None	B	None
AB365445	None	2008-06-21	Bolivia	None	B	BA
EU439018	None	2008-02-27	China	None	B	None
EU439019	None	2008-02-27	China	None	B	None
EU439020	None	2008-02-27	China	None	B	None
EU439021	None	2008-02-27	China	None	B	None
EU439022	None	2008-02-27	China	None	B	None
EU439023	None	2008-02-27	China	None	B	None
EU439024	None	2008-02-27	China	None	B	None
EF494380	None	2008-02-25	Taiwan	None	B	None
EF494381	None	2008-02-25	Taiwan	None	B	None
EF494382	None	2008-02-25	Taiwan	None	B	None
EU350409	None	2008-01-22	China: Hunan	None	B	None
EU306670	None	2008-01-16	China	None	B	None
EU306677	None	2008-01-16	China	None	B	None
EU306678	None	2008-01-16	China	None	B	None
EU306679	None	2008-01-16	China	None	B	None
EU306680	None	2008-01-16	China	None	B	None
EU306681	None	2008-01-16	China	None	B	None
EU306682	None	2008-01-16	China	None	B	None
EU306683	None	2008-01-16	China	None	B	None
EU306684	None	2008-01-16	China	None	B	None
EU306695	None	2008-01-16	China	None	B	None
EU306696	None	2008-01-16	China	None	B	None
EU306697	None	2008-01-16	China	None	B	None
EU306698	None	2008-01-16	China	None	B	None
EU306699	None	2008-01-16	China	None	B	None
EU306700	None	2008-01-16	China	None	B	None
EU306701	None	2008-01-16	China	None	B	None
EU306702	None	2008-01-16	China	None	B	None
EU306703	None	2008-01-16	China	None	B	None
EU306704	None	2008-01-16	China	None	B	None
EU306705	None	2008-01-16	China	None	B	None
EU306706	None	2008-01-16	China	None	B	None
EU306707	None	2008-01-16	China	None	B	None
EU306708	None	2008-01-16	China	None	B	None
EU306709	None	2008-01-16	China	None	B	None
EU306710	None	2008-01-16	China	None	B	None
EU306711	None	2008-01-16	China	None	B	None
EU306712	None	2008-01-16	China	None	B	None
EU305543	None	2009-12-23	China	None	B	None
EU305544	None	2009-12-23	China	None	B	None
EU305545	None	2009-12-23	China	None	B	None
EU305547	None	2009-12-23	China	None	B	None
EU305548	None	2009-12-23	China	None	B	None
AB368295	None	2016-07-26	Viet Nam	None	B	B4
EU139543	NDJ	2011-05-19	China	None	B	None
DQ993680	None	2007-06-25	Viet Nam	None	B	None
DQ993681	None	2007-06-25	Viet Nam	None	B	None
DQ993682	None	2007-06-25	Viet Nam	None	B	None
DQ993683	None	2007-06-25	Viet Nam	None	B	None
DQ993684	None	2007-06-25	Viet Nam	None	B	None
DQ993685	None	2007-06-25	Viet Nam	None	B	None
DQ993686	None	2007-06-25	Viet Nam	None	B	None
DQ993687	None	2007-06-25	Viet Nam	None	B	None
DQ993694	None	2007-06-25	Viet Nam	None	B	None
DQ993695	None	2007-06-25	Viet Nam	None	B	None
DQ993696	None	2007-06-25	Viet Nam	None	B	None
DQ993697	None	2007-06-25	Viet Nam	None	B	None
DQ993698	None	2007-06-25	Taiwan	None	B	None
DQ993699	None	2007-06-25	Taiwan	None	B	None
DQ993700	None	2007-06-25	Taiwan	None	B	None
DQ993701	None	2007-06-25	Taiwan	None	B	None
DQ993702	None	2007-06-25	Taiwan	None	B	None
DQ993703	None	2007-06-25	Taiwan	None	B	None
DQ993704	None	2007-06-25	Taiwan	None	B	None
DQ993705	None	2007-06-25	Taiwan	None	B	None
DQ993706	None	2007-06-25	Taiwan	None	B	None
DQ993707	None	2007-06-25	Taiwan	None	B	None
DQ993708	None	2007-06-25	Taiwan	None	B	None
DQ993709	None	2007-06-25	Taiwan	None	B	None
DQ993710	None	2007-06-25	Taiwan	None	B	None
DQ993711	None	2007-06-25	Taiwan	None	B	None
AB195933	Ehi-SK lam 2-1	2007-06-02	Japan:Ehime	None	B	None
AB195935	Ehi-SK lam 2-3	2007-06-02	Japan:Ehime	None	B	None
EF134945	None	2007-01-13	None	None	B	None
EF134946	None	2007-01-13	None	None	B	None
DQ463787	None	1979-XX-XX	Canada	None	B	None
DQ463788	None	1979-XX-XX	Canada	None	B	None
DQ463789	None	1979-XX-XX	Canada	None	B	None
DQ463790	None	1979-XX-XX	Canada	None	B	None
DQ463791	None	1979-XX-XX	Canada	None	B	None
DQ463792	None	1979-XX-XX	Canada	None	B	None
DQ463793	None	1979-XX-XX	Canada	None	B	None
DQ463794	None	1979-XX-XX	Canada	None	B	None
DQ463795	None	2004-XX-XX	Canada	None	B	None
DQ463796	None	2004-XX-XX	Canada	None	B	None
DQ463797	None	2004-XX-XX	Canada	None	B	None
DQ463798	None	2004-XX-XX	Canada	None	B	None
DQ463799	None	2004-XX-XX	Canada	None	B	None
DQ463800	None	2004-XX-XX	Canada	None	B	None
DQ463801	None	2004-XX-XX	Canada	None	B	None
DQ463802	None	2004-XX-XX	Canada	None	B	None
AB241116	None	2006-10-06	Philippines	None	B	None
AB241117	None	2006-10-06	Philippines	None	B	None
DQ448619	None	2006-04-09	China	None	B	None
DQ448620	None	2006-04-09	China	None	B	None
DQ448621	None	2006-04-09	China	None	B	None
DQ448622	None	2006-04-09	China	None	B	None
DQ448623	None	2006-04-09	China	None	B	None
DQ448624	None	2006-04-09	China	None	B	None
DQ448625	None	2006-04-09	China	None	B	None
DQ448626	None	2006-04-09	China	None	B	None
DQ448627	None	2006-04-09	China	None	B	None
DQ448628	None	2006-04-09	China	None	B	None
DQ361535	None	2006-02-11	Thailand	None	B	None
AJ627225	None	2006-02-09	Spain	None	B	None
AY800389	None	2004-11-28	China	None	B	None
AY800390	None	2004-11-28	China	None	B	None
AY800391	None	2004-11-28	China	None	B	None
AY800392	None	2004-11-28	China	None	B	None
AY293309	Whutj-37	2005-03-28	None	None	B	None
AY518556	None	2004-01-27	China	None	B	None
AY167089	None	2003-06-30	None	None	B	None
AY167093	None	2003-06-30	None	None	B	None
AY167094	None	2003-06-30	None	None	B	None
AY167097	None	2003-06-30	None	None	B	None
AY167098	None	2003-06-30	None	None	B	None
AY167100	None	2003-06-30	None	None	B	None
AY167101	None	2003-06-30	None	None	B	None
AY220697	GYF634	2005-09-14	None	None	B	None
AY220698	536207	2005-09-14	None	None	B	None
AY220703	WZJ319	2005-09-14	None	None	B	None
AY220704	WZJ942	2005-09-14	None	None	B	None
AY206373	FMU002	2003-04-20	None	None	B	None
AY206375	FMU004	2003-04-20	None	None	B	None
AY206377	FMU006	2003-04-20	None	None	B	None
AY206380	FMU009	2003-04-20	None	None	B	None
AY206383	FMU012	2003-04-20	None	None	B	None
AY206387	FMU016	2003-04-20	None	None	B	None
AY206390	FMU019	2003-04-20	None	None	B	None
AY206391	FMU020	2003-04-20	None	None	B	None
AY217355	None	2004-07-15	None	None	B	None
AY217356	None	2004-07-15	None	None	B	None
AY217357	None	2004-07-15	None	None	B	None
AY217358	None	2004-07-15	None	None	B	None
AY217359	None	2004-07-15	None	None	B	None
AY217360	None	2004-07-15	None	None	B	None
AY217361	None	2004-07-15	None	None	B	None
AY217362	None	2004-07-15	None	None	B	None
AY217363	None	2004-07-15	None	None	B	None
AY217364	None	2004-07-15	None	None	B	None
AY217365	None	2004-07-15	None	None	B	None
AY217366	None	2004-07-15	None	None	B	None
AY217367	None	2004-07-15	None	None	B	None
AY217368	None	2004-07-15	None	None	B	None
AY217369	None	2004-07-15	None	None	B	None
AY217370	None	2004-07-15	None	None	B	None
AY217374	None	2004-07-15	None	None	B	None
AF461360	None	2011-11-23	None	None	B	None
AY033072	None	2009-08-28	None	None	B	None
AY033073	None	2009-08-28	None	None	B	None
U87747	None	2002-06-17	None	None	B	None
AF282917	None	2001-01-05	China: Guang Zhou area	None	B	None
AF282918	None	2001-01-05	China: Guang Zhou area	None	B	None
AF121243	None	2001-02-27	None	None	B	None
AF121244	None	2001-02-27	None	None	B	None
AF121245	None	2001-02-27	None	None	B	None
AF121246	None	2001-02-27	None	None	B	None
AF121247	None	2001-02-27	None	None	B	None
AF121248	None	2001-02-27	None	None	B	None
AF121249	None	2001-02-27	None	None	B	None
AF121250	None	2001-02-27	None	None	B	None
AF121251	None	2001-02-27	None	None	B	None
AB014366	None	2006-11-02	None	None	B	None
