Accession	Virus	Strain	Author	Publication_Title	Journal	Database
DQ645545	Dengue (denv2)	1183_DF_06/17/2002	Chen et al	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	Genbank
DQ645556	Dengue (denv2)	2784_DF_11/18/2002	Chen et al	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	Genbank
DQ645552	Dengue (denv2)	2208_DHF_09/13/2002	Chen et al	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	Genbank
DQ645554	Dengue (denv2)	2587_DF_10/26/2002	Chen et al	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	Genbank
DQ645546	Dengue (denv2)	1222_DF_06/24/2002	Chen et al	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	Genbank
DQ645549	Dengue (denv2)	1945_DHF_08/18/2002	Chen et al	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	Genbank
DQ645548	Dengue (denv2)	1464_DHF_07/20/2002	Chen et al	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	Genbank
DQ645547	Dengue (denv2)	1421_DF_07/16/2002	Chen et al	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	Genbank
DQ645550	Dengue (denv2)	1949_DF_08/19/2002	Chen et al	Evolution of dengue virus type 2 during two consecutive outbreaks in Taiwan in 2001-2	Unpublished	Genbank
FJ196853	Dengue (denv2)	GD01/03	Wu et al	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	Genbank
KC964094	Dengue (denv2)	GD09/93	Bai et al	Dengue virus 2 polyprotein gene	Unpublished	Genbank
FJ196854	Dengue (denv2)	GD06/93	Wu et al	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	Genbank
MK578532	Dengue (denv2)	GZ16XN10007	Su et al	An evolutionary study of DENV-II virus in Guangzhou city, 2016-2018	Unpublished	Genbank
KX380836	Dengue (denv2)	D2/SG/CT46/2013	?			Genbank
KX380835	Dengue (denv2)	D2/SG/CT44/2013	?			Genbank
KX380830	Dengue (denv2)	D2/SG/CT38/2013	Sung et al	Extended Evaluation of Virological, Immunological and Pharmacokinetic Endpoints of CELADEN: A Randomized, Placebo-Controlled Trial of Celgosivir in Dengue Fever Patients	PLoS Negl Trop Dis 10 (8), E0004851 (2016)	Genbank
KX380833	Dengue (denv2)	D2/SG/CT41/2013	Sung et al	Extended Evaluation of Virological, Immunological and Pharmacokinetic Endpoints of CELADEN: A Randomized, Placebo-Controlled Trial of Celgosivir in Dengue Fever Patients	PLoS Negl Trop Dis 10 (8), E0004851 (2016)	Genbank
KX380809	Dengue (denv2)	D2/SG/CT10/2012	?			Genbank
KX380832	Dengue (denv2)	D2/SG/CT40/2013	Sung et al	Extended Evaluation of Virological, Immunological and Pharmacokinetic Endpoints of CELADEN: A Randomized, Placebo-Controlled Trial of Celgosivir in Dengue Fever Patients	PLoS Negl Trop Dis 10 (8), E0004851 (2016)	Genbank
KX380838	Dengue (denv2)	D2/SG/CT51/2013	?			Genbank
KY921904	Dengue (denv2)	SG_EHI_D2/09423Y14	Hapuarachchi et al	Dengue virus diversity in Singapore	Unpublished	Genbank
JN851126	Dengue (denv2)	SGEHI_D2_0578Y05	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
JN851127	Dengue (denv2)	SGEHI_D2_0685Y04	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
JN851123	Dengue (denv2)	SGEHI_D2_0377Y04	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
HM488257	Dengue (denv2)	DENV_2/GU/BID_V2950/2001	Henn et al	Direct Submission	Submitted (21-MAY-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF327392	Dengue (denv2)	DENV_2/SG/D2Y98P_PP1/2009	Grant et al	A Single Amino Acid in Nonstructural Protein NS4B Confers Virulence to Dengue Virus in AG129 Mice through Enhancement of Viral RNA Synthesis	J. Virol. 85 (15), 7775-7787 (2011)	Genbank
KC762669	Dengue (denv2)	MKS_0071	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KU509268	Dengue (denv2)	DENV2_671	?			Genbank
EU179857	Dengue (denv2)	DS31_291005	Osman et al	Complete genome sequence analysis of dengue virus type 2 isolated in Brunei	Virus Res. 135 (1), 48-52 (2008)	Genbank
EU179858	Dengue (denv2)	DS04_221205	Osman et al	Complete genome sequence analysis of dengue virus type 2 isolated in Brunei	Virus Res. 135 (1), 48-52 (2008)	Genbank
KC131142	Dengue (denv2)	ZH413_2	Lin et al	Complete Genome Sequencing of Dengue Virus Type I and Type II from Zhuhai city, China in 2012	Unpublished	Genbank
MH827530	Dengue (denv2)	D2/China/GDyf/D14070/2014	De et al	Dengue fever in Guangdong	Unpublished	Genbank
KU666949	Dengue (denv2)	TM198	?			Genbank
MK564476	Dengue (denv2)	GZ17XN21707	Su et al	An evolutionary study on Dengue Virus 2 in Guangzhou city, 2016-2018	Unpublished	Genbank
MH823208	Dengue (denv2)	JMB_010	Yohan et al	Whole genome sequencing of Indonesian dengue virus isolates using next-generation sequencing	Indones J Biotechnol 23 (2), 74-83 (2018)	Genbank
MK411558	Dengue (denv2)	ID/JMB_001M/2016	Haryanto et al	Clinical features and virological confirmation of perinatal dengue infection in Jambi, Indonesia: a case report	Int. J. Infect. Dis. (2019) In press	Genbank
MK411559	Dengue (denv2)	ID/JMB_001B/2016	Haryanto et al	Clinical features and virological confirmation of perinatal dengue infection in Jambi, Indonesia: a case report	Int. J. Infect. Dis. (2019) In press	Genbank
KX380818	Dengue (denv2)	D2/SG/CT23/2012	?			Genbank
KU666948	Dengue (denv2)	TM296	?			Genbank
MN328061	Dengue (denv2)	CHRF_DenV002	?			Genbank
MH110573	Dengue (denv2)	D2/CN/HZ_17/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
KX452042	Dengue (denv2)	TM244	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
MH827528	Dengue (denv2)	D2/China/GDcz/D15030/2015_Malaysia_	De et al	Dengue fever in Guangdong	Unpublished	Genbank
MH827533	Dengue (denv2)	D2/China/GDcz/D15044/2015	De et al	Dengue fever in Guangdong	Unpublished	Genbank
KX621247	Dengue (denv2)	2015_CZ_17	Zhao et al	Direct Submission	Submitted (24-JUL-2016) Institute of Infectious Disease, Guangzhou Eighth People's Hospital, 627 East Dongfeng Road, Guangzhou, Guangdong 231567, China	Genbank
KX621245	Dengue (denv2)	2015_CZ_5	?			Genbank
KX621248	Dengue (denv2)	2015_CZ_23	?			Genbank
MK564479	Dengue (denv2)	GZ16XN18674	Su et al	An evolutionary study on Dengue Virus 2 in Guangzhou city, 2016-2018	Unpublished	Genbank
MH827543	Dengue (denv2)	D2/China/GDqy/GD16158/2016	De et al	Dengue fever in Guangdong	Unpublished	Genbank
MK564484	Dengue (denv2)	GZ18XN18818	Su et al	An evolutionary study on Dengue Virus 2 in Guangzhou city, 2016-2018	Unpublished	Genbank
LC410189	Dengue (denv2)	Th16_011DV2	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
LC410191	Dengue (denv2)	Th17_077DV2	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
LC410190	Dengue (denv2)	Th16_026DV2	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
MH827550	Dengue (denv2)	D2/China/GDsz/GD17029/2017	De et al	Dengue fever in Guangdong	Unpublished	Genbank
MK564480	Dengue (denv2)	GZ16XN18853	Su et al	An evolutionary study on Dengue Virus 2 in Guangzhou city, 2016-2018	Unpublished	Genbank
MH110586	Dengue (denv2)	D2/CN/HZ_455/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH110593	Dengue (denv2)	D2/CN/HZ_666/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MK564485	Dengue (denv2)	GZ18XN20669	Su et al	An evolutionary study on Dengue Virus 2 in Guangzhou city, 2016-2018	Unpublished	Genbank
MH827553	Dengue (denv2)	D2/China/GDzh/GD17038/2017	De et al	Dengue fever in Guangdong	Unpublished	Genbank
MH827554	Dengue (denv2)	D2/China/GDzh/GD17040/2017	De et al	Dengue fever in Guangdong	Unpublished	Genbank
MK564481	Dengue (denv2)	GZ17XN21274	Su et al	An evolutionary study on Dengue Virus 2 in Guangzhou city, 2016-2018	Unpublished	Genbank
MK543448	Dengue (denv2)	HNQY20180008	Guan et al	Direct Submission	Submitted (20-FEB-2019) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Kunming, Yunnan 650000, China	Genbank
MK543450	Dengue (denv2)	HNQY20180091	Guan et al	Direct Submission	Submitted (20-FEB-2019) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Kunming, Yunnan 650000, China	Genbank
MK543479	Dengue (denv2)	HNQY2018004	Guan et al	Direct Submission	Submitted (20-FEB-2019) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Kunming, Yunnan 650000, China	Genbank
MK543471	Dengue (denv2)	HNQY2018005	Guan et al	Direct Submission	Submitted (20-FEB-2019) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Kunming, Yunnan 650000, China	Genbank
MK543449	Dengue (denv2)	HNQY20180084	Guan et al	Direct Submission	Submitted (20-FEB-2019) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Kunming, Yunnan 650000, China	Genbank
MH110571	Dengue (denv2)	D2/CN/HZ_1536/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH110602	Dengue (denv2)	D2/CN/HZ_996/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH110595	Dengue (denv2)	D2/CN/HZ_699/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH010629	Dengue (denv2)	D2/Zhejiang/HZ33/2017	Yan et al	Epidemiological Characterization of the 2017 Dengue Outbreak in Zhejiang, China and Molecular Characterization of the Viruses	Front Cell Infect Microbiol 8, 216 (2018)	Genbank
MH110565	Dengue (denv2)	D2/CN/HZ_1312/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH110600	Dengue (denv2)	D2/CN/HZ_848/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH110594	Dengue (denv2)	D2/CN/HZ_67/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH110580	Dengue (denv2)	D2/CN/HZ_333/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH110579	Dengue (denv2)	D2/CN/HZ_316/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH110581	Dengue (denv2)	D2/CN/HZ_406_1/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
MH110582	Dengue (denv2)	D2/CN/HZ_406_2/2017	Yu et al	Multiple lineages of Dengue virus serotype 2 cosmopolitan genotype caused a local dengue outbreak in Hangzhou, Zhejiang province, China, 2017	Unpublished	Genbank
KX452031	Dengue (denv2)	TM135	?			Genbank
KU666944	Dengue (denv2)	TM26	Dhanoa et al	Impact of dengue virus (DENV) co-infection on clinical manifestations, disease severity and laboratory parameters	BMC Infect. Dis. 16 (1), 406 (2016)	Genbank
KX452019	Dengue (denv2)	TM61	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
KX452035	Dengue (denv2)	TM199	?			Genbank
KX452045	Dengue (denv2)	TM280	?			Genbank
MH827551	Dengue (denv2)	D2/China/GDgz/GD17006/2017_Maldives_	De et al	Dengue fever in Guangdong	Unpublished	Genbank
MK564483	Dengue (denv2)	GZ17XN22953	Su et al	An evolutionary study on Dengue Virus 2 in Guangzhou city, 2016-2018	Unpublished	Genbank
MF314189	Dengue (denv2)	2016_Singapore_DENV_2_NPHL	Fong et al	Direct Submission	Submitted (11-JUN-2017) Singapore Immunology Network (SIgN), Agency for Science, Technology and Research (A*STAR), 8A Biomedical Grove, Level 4, Immunos, Singapore 138648, Singapore	Genbank
KU948303	Dengue (denv2)	2016_Singapore_NUH_MDC_DENV_2_variant	Lee et al	Whole-genome Sequencing of a Dengue Type 2 Variant in Singapore, 2016	Unpublished	Genbank
MK629884	Dengue (denv2)	V43248	Koo et al	Molecular characterization of Dengue viruses type 2 isolated in Korean travelers	Unpublished	Genbank
MK513444	Dengue (denv2)	SG_EHI_D2/02862Y15	Hapuarachchi et al	Direct Submission	Submitted (11-FEB-2019) Environmental Health Institute, National Environment Agency, 11, Biopolis Way, Helios Block #06-05/08, Singapore, Singapore 138667, Singapore	Genbank
KY921905	Dengue (denv2)	SG_EHI_D2/09087Y15	Hapuarachchi et al	Dengue virus diversity in Singapore	Unpublished	Genbank
KX452034	Dengue (denv2)	TM175	?			Genbank
KX452039	Dengue (denv2)	TM220	?			Genbank
KX452037	Dengue (denv2)	TM209	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
KX452022	Dengue (denv2)	TM103	?			Genbank
KX452029	Dengue (denv2)	TM123	?			Genbank
KX452041	Dengue (denv2)	TM243	?			Genbank
MH827536	Dengue (denv2)	D2/China/GDmm/D16005/2016_Malaysia_	De et al	Dengue fever in Guangdong	Unpublished	Genbank
KX452033	Dengue (denv2)	TM151	?			Genbank
KX452020	Dengue (denv2)	TM74	?			Genbank
KU517847	Dengue (denv2)	PH_CN77_15	Zhang et al	Complete Genome Sequencing of Dengue Virus Type 2	Unpublished	Genbank
KX372564	Dengue (denv2)	QML16	?			Genbank
KU666947	Dengue (denv2)	TM213	Dhanoa et al	Impact of dengue virus (DENV) co-infection on clinical manifestations, disease severity and laboratory parameters	BMC Infect. Dis. 16 (1), 406 (2016)	Genbank
KX452026	Dengue (denv2)	TM113	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
KX452021	Dengue (denv2)	TM101	?			Genbank
KX452049	Dengue (denv2)	TM324	?			Genbank
KX452046	Dengue (denv2)	TM289	?			Genbank
KX452025	Dengue (denv2)	TM109	?			Genbank
KX452030	Dengue (denv2)	TM132	?			Genbank
KX452017	Dengue (denv2)	TM38	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
KX452028	Dengue (denv2)	TM121	?			Genbank
KX452032	Dengue (denv2)	TM136	?			Genbank
KX452044	Dengue (denv2)	TM266	?			Genbank
KX452036	Dengue (denv2)	TM203	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
KX452016	Dengue (denv2)	TM35	?			Genbank
KX452038	Dengue (denv2)	TM210	?			Genbank
KX452027	Dengue (denv2)	TM120	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
KX452018	Dengue (denv2)	TM39	Hardiyanto et al	Whole genome sequencing and phylogenetic analysis of dengue virus isolated from Johor, Malaysia	Unpublished	Genbank
JN851129	Dengue (denv2)	SGEHI_D2_0204Y06	Lee et al	Dengue virus surveillance in Singapore reveals high viral diversity through multiple introductions and in situ evolution	Unpublished	Genbank
MF004385	Dengue (denv2)	Toulon_CNR_25679/2014	Baronti et al	Assessment of the antiviral activity of the FDA approved molecules against an extended panel of Flaviviruses	Unpublished	Genbank
MK564477	Dengue (denv2)	GZ16XN11140	Su et al	An evolutionary study on Dengue Virus 2 in Guangzhou city, 2016-2018	Unpublished	Genbank
KU365901	Dengue (denv2)	D2/Taiwan/704TN1505a	Yang et al	Molecular epidemiology of dengue virus in Taiwan, 2011-2015	Unpublished	Genbank
